"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Feeding","Left Breast","07-Oct-2020 20:33","07-Oct-2020 20:41",""
"Sleep","","07-Oct-2020 20:04","07-Oct-2020 20:30",""
"Sleep","","07-Oct-2020 19:55","07-Oct-2020 20:04",""
"Feeding","Right Breast","07-Oct-2020 18:03","07-Oct-2020 18:10",""
"Feeding","Left Breast","07-Oct-2020 16:15","07-Oct-2020 16:20",""
"Sleep","","07-Oct-2020 14:44","07-Oct-2020 15:27",""
"Feeding","Right Breast","07-Oct-2020 14:29","07-Oct-2020 14:44",""
"Feeding","Left Breast","07-Oct-2020 13:18","07-Oct-2020 13:24",""
"Feeding","Right Breast","07-Oct-2020 11:56","07-Oct-2020 12:17",""
"Sleep","","07-Oct-2020 10:57","07-Oct-2020 11:34",""
"Feeding","Left Breast","07-Oct-2020 10:37","07-Oct-2020 10:47",""
"Feeding","Right Breast","07-Oct-2020 09:21","07-Oct-2020 09:27",""
"Sleep","","07-Oct-2020 07:22","07-Oct-2020 08:30",""
"Feeding","Left Breast","07-Oct-2020 07:14","07-Oct-2020 07:19",""
"Sleep","","07-Oct-2020 05:59","07-Oct-2020 07:14",""
"Feeding","Right Breast","07-Oct-2020 05:43","07-Oct-2020 05:55",""
"Sleep","","07-Oct-2020 03:48","07-Oct-2020 05:43",""
"Feeding","Left Breast","07-Oct-2020 03:24","07-Oct-2020 03:37",""
"Sleep","","06-Oct-2020 23:34","07-Oct-2020 03:23",""
"Feeding","Right Breast","06-Oct-2020 23:08","06-Oct-2020 23:24",""
"Feeding","Left Breast","06-Oct-2020 22:28","06-Oct-2020 22:35",""
"Feeding","Right Breast","06-Oct-2020 20:47","06-Oct-2020 20:59",""
"Growth","Weight","06-Oct-2020 20:34","06-Oct-2020 20:34","5.8kg"
"Growth","Height","06-Oct-2020 20:34","06-Oct-2020 20:34","61cm"
"Growth","Head","06-Oct-2020 20:34","06-Oct-2020 20:34","40cm"
"Sleep","","06-Oct-2020 17:26","06-Oct-2020 20:31",""
"Feeding","Left Breast","06-Oct-2020 17:24","06-Oct-2020 17:26",""
"Feeding","Left Breast","06-Oct-2020 16:35","06-Oct-2020 16:46",""
"Sleep","","06-Oct-2020 16:10","06-Oct-2020 16:40",""
"Feeding","Right Breast","06-Oct-2020 14:24","06-Oct-2020 14:28",""
"Feeding","Left Breast","06-Oct-2020 12:37","06-Oct-2020 12:44",""
"Sleep","","06-Oct-2020 11:39","06-Oct-2020 12:21",""
"Feeding","Right Breast","06-Oct-2020 11:28","06-Oct-2020 11:39",""
"Feeding","Left Breast","06-Oct-2020 10:28","06-Oct-2020 10:37",""
"Sleep","","06-Oct-2020 07:47","06-Oct-2020 10:00",""
"Feeding","Right Breast","06-Oct-2020 07:39","06-Oct-2020 07:46",""
"Feeding","Left Breast","06-Oct-2020 07:38","06-Oct-2020 07:39",""
"Sleep","","06-Oct-2020 05:28","06-Oct-2020 07:38",""
"Feeding","Left Breast","06-Oct-2020 05:03","06-Oct-2020 05:11",""
"Sleep","","05-Oct-2020 23:53","06-Oct-2020 05:03",""
"Feeding","Right Breast","05-Oct-2020 23:26","05-Oct-2020 23:36",""
"Feeding","Left Breast","05-Oct-2020 22:52","05-Oct-2020 22:58",""
"Feeding","Right Breast","05-Oct-2020 21:43","05-Oct-2020 21:53",""
"Sleep","","05-Oct-2020 20:41","05-Oct-2020 21:17",""
"Feeding","Left Breast","05-Oct-2020 20:33","05-Oct-2020 20:42",""
"Sleep","","05-Oct-2020 19:35","05-Oct-2020 19:42",""
"Feeding","Right Breast","05-Oct-2020 18:51","05-Oct-2020 18:57",""
"Sleep","","05-Oct-2020 17:57","05-Oct-2020 18:30",""
"Feeding","Left Breast","05-Oct-2020 17:47","05-Oct-2020 17:57",""
"Feeding","Right Breast","05-Oct-2020 16:45","05-Oct-2020 16:53",""
"Sleep","","05-Oct-2020 15:50","05-Oct-2020 16:11",""
"Feeding","Left Breast","05-Oct-2020 15:00","05-Oct-2020 15:06",""
"Sleep","","05-Oct-2020 13:53","05-Oct-2020 14:27",""
"Feeding","Right Breast","05-Oct-2020 13:19","05-Oct-2020 13:31",""
"Sleep","","05-Oct-2020 12:17","05-Oct-2020 13:17",""
"Feeding","Left Breast","05-Oct-2020 11:54","05-Oct-2020 11:59",""
"Feeding","Right Breast","05-Oct-2020 10:42","05-Oct-2020 10:51",""
"Sleep","","05-Oct-2020 09:42","05-Oct-2020 10:31",""
"Sleep","","05-Oct-2020 09:34","05-Oct-2020 09:42",""
"Feeding","Left Breast","05-Oct-2020 09:27","05-Oct-2020 09:33",""
"Sleep","","05-Oct-2020 07:14","05-Oct-2020 09:26",""
"Feeding","Right Breast","05-Oct-2020 07:00","05-Oct-2020 07:14",""
"Sleep","","05-Oct-2020 05:45","05-Oct-2020 07:00",""
"Feeding","Left Breast","05-Oct-2020 05:27","05-Oct-2020 05:33",""
"Sleep","","05-Oct-2020 03:23","05-Oct-2020 05:27",""
"Feeding","Right Breast","05-Oct-2020 03:01","05-Oct-2020 03:15",""
"Sleep","","04-Oct-2020 23:10","05-Oct-2020 03:00",""
"Feeding","Left Breast","04-Oct-2020 22:57","04-Oct-2020 23:10",""
"Feeding","Right Breast","04-Oct-2020 21:45","04-Oct-2020 21:59",""
"Feeding","Left Breast","04-Oct-2020 20:37","04-Oct-2020 20:44",""
"Sleep","","04-Oct-2020 19:38","04-Oct-2020 20:36",""
"Sleep","","04-Oct-2020 19:24","04-Oct-2020 19:38",""
"Feeding","Right Breast","04-Oct-2020 18:02","04-Oct-2020 18:12",""
"Sleep","","04-Oct-2020 16:50","04-Oct-2020 17:10",""
"Feeding","Left Breast","04-Oct-2020 16:42","04-Oct-2020 16:49",""
"Feeding","Right Breast","04-Oct-2020 15:21","04-Oct-2020 15:36",""
"Feeding","Left Breast","04-Oct-2020 14:20","04-Oct-2020 14:27",""
"Sleep","","04-Oct-2020 13:19","04-Oct-2020 14:08",""
"Sleep","","04-Oct-2020 12:35","04-Oct-2020 13:13",""
"Feeding","Right Breast","04-Oct-2020 12:24","04-Oct-2020 12:33",""
"Feeding","Left Breast","04-Oct-2020 11:05","04-Oct-2020 11:16",""
"Feeding","Right Breast","04-Oct-2020 09:40","04-Oct-2020 09:47",""
"Sleep","","04-Oct-2020 08:30","04-Oct-2020 09:40",""
"Feeding","Left Breast","04-Oct-2020 08:01","04-Oct-2020 08:09",""
"Sleep","","04-Oct-2020 06:24","04-Oct-2020 08:01",""
"Feeding","Right Breast","04-Oct-2020 06:11","04-Oct-2020 06:19",""
"Sleep","","04-Oct-2020 02:23","04-Oct-2020 06:10",""
"Feeding","Left Breast","04-Oct-2020 02:15","04-Oct-2020 02:22",""
"Sleep","","03-Oct-2020 23:35","04-Oct-2020 02:15",""
"Feeding","Right Breast","03-Oct-2020 23:26","03-Oct-2020 23:33",""
"Sleep","","03-Oct-2020 22:48","03-Oct-2020 23:25",""
"Sleep","","03-Oct-2020 22:10","03-Oct-2020 22:48",""
"Feeding","Left Breast","03-Oct-2020 22:03","03-Oct-2020 22:08",""
"Sleep","","03-Oct-2020 21:45","03-Oct-2020 22:00",""
"Feeding","Right Breast","03-Oct-2020 21:18","03-Oct-2020 21:35",""
"Sleep","","03-Oct-2020 20:38","03-Oct-2020 21:08",""
"Feeding","Left Breast","03-Oct-2020 20:21","03-Oct-2020 20:30",""
"Feeding","Right Breast","03-Oct-2020 18:52","03-Oct-2020 19:00",""
"Sleep","","03-Oct-2020 17:53","03-Oct-2020 18:45",""
"Feeding","Left Breast","03-Oct-2020 17:33","03-Oct-2020 17:39",""
"Feeding","Right Breast","03-Oct-2020 15:42","03-Oct-2020 15:53",""
"Sleep","","03-Oct-2020 14:40","03-Oct-2020 15:34",""
"Feeding","Left Breast","03-Oct-2020 13:51","03-Oct-2020 13:58",""
"Sleep","","03-Oct-2020 13:07","03-Oct-2020 13:44",""
"Feeding","Right Breast","03-Oct-2020 11:49","03-Oct-2020 11:58",""
"Feeding","Left Breast","03-Oct-2020 10:43","03-Oct-2020 10:53",""
"Sleep","","03-Oct-2020 07:20","03-Oct-2020 10:35",""
"Feeding","Right Breast","03-Oct-2020 07:06","03-Oct-2020 07:17",""
"Sleep","","03-Oct-2020 04:48","03-Oct-2020 07:06",""
"Feeding","Left Breast","03-Oct-2020 04:38","03-Oct-2020 04:44",""
"Sleep","","02-Oct-2020 23:31","03-Oct-2020 04:38",""
"Feeding","Right Breast","02-Oct-2020 23:10","02-Oct-2020 23:20",""
"Feeding","Left Breast","02-Oct-2020 21:38","02-Oct-2020 21:45",""
"Feeding","Right Breast","02-Oct-2020 19:29","02-Oct-2020 19:45",""
"Sleep","","02-Oct-2020 19:01","02-Oct-2020 19:29",""
"Sleep","","02-Oct-2020 18:08","02-Oct-2020 19:01",""
"Feeding","Left Breast","02-Oct-2020 17:59","02-Oct-2020 18:09",""
"Sleep","","02-Oct-2020 15:32","02-Oct-2020 17:58",""
"Sleep","","02-Oct-2020 14:41","02-Oct-2020 15:32",""
"Feeding","Right Breast","02-Oct-2020 14:35","02-Oct-2020 14:41",""
"Feeding","Left Breast","02-Oct-2020 13:45","02-Oct-2020 13:50",""
"Feeding","Right Breast","02-Oct-2020 12:23","02-Oct-2020 12:39",""
"Feeding","Left Breast","02-Oct-2020 11:02","02-Oct-2020 11:08",""
"Feeding","Right Breast","02-Oct-2020 09:43","02-Oct-2020 09:49",""
"Feeding","Left Breast","02-Oct-2020 09:00","02-Oct-2020 09:08",""
"Feeding","Right Breast","02-Oct-2020 07:46","02-Oct-2020 07:55",""
"Sleep","","02-Oct-2020 06:27","02-Oct-2020 07:46",""
"Feeding","Left Breast","02-Oct-2020 06:22","02-Oct-2020 06:28",""
"Sleep","","02-Oct-2020 03:08","02-Oct-2020 06:22",""
"Feeding","Right Breast","02-Oct-2020 02:43","02-Oct-2020 03:00",""
"Sleep","","02-Oct-2020 00:25","02-Oct-2020 02:43",""
"Feeding","Left Breast","02-Oct-2020 00:10","02-Oct-2020 00:18",""
"Feeding","Right Breast","01-Oct-2020 22:28","01-Oct-2020 22:49",""
"Sleep","","01-Oct-2020 21:02","01-Oct-2020 22:27",""
"Sleep","","01-Oct-2020 20:38","01-Oct-2020 21:02",""
"Feeding","Left Breast","01-Oct-2020 20:32","01-Oct-2020 20:37",""
"Feeding","Right Breast","01-Oct-2020 19:46","01-Oct-2020 19:55",""
"Sleep","","01-Oct-2020 19:32","01-Oct-2020 19:46",""
"Feeding","Left Breast","01-Oct-2020 18:10","01-Oct-2020 18:19",""
"Sleep","","01-Oct-2020 16:26","01-Oct-2020 16:55",""
"Feeding","Right Breast","01-Oct-2020 16:01","01-Oct-2020 16:24",""
"Sleep","","01-Oct-2020 14:47","01-Oct-2020 16:00",""
"Feeding","Left Breast","01-Oct-2020 13:13","01-Oct-2020 13:19",""
"Feeding","Right Breast","01-Oct-2020 11:42","01-Oct-2020 11:56",""
"Sleep","","01-Oct-2020 10:15","01-Oct-2020 11:22",""
"Feeding","Left Breast","01-Oct-2020 09:32","01-Oct-2020 09:41",""
"Feeding","Right Breast","01-Oct-2020 08:10","01-Oct-2020 08:17",""
"Sleep","","01-Oct-2020 05:54","01-Oct-2020 08:10",""
"Feeding","Left Breast","01-Oct-2020 05:25","01-Oct-2020 05:35",""
"Sleep","","01-Oct-2020 01:28","01-Oct-2020 05:25",""
"Feeding","Right Breast","01-Oct-2020 01:16","01-Oct-2020 01:29",""
"Sleep","","30-Sep-2020 22:50","01-Oct-2020 01:20",""
"Feeding","Left Breast","30-Sep-2020 22:26","30-Sep-2020 22:45",""
"Feeding","Right Breast","30-Sep-2020 21:36","30-Sep-2020 21:46",""
"Feeding","Left Breast","30-Sep-2020 19:20","30-Sep-2020 19:28",""
"Sleep","","30-Sep-2020 17:25","30-Sep-2020 18:33",""
"Feeding","Right Breast","30-Sep-2020 17:19","30-Sep-2020 17:25",""
"Sleep","","30-Sep-2020 16:27","30-Sep-2020 17:10",""
"Feeding","Left Breast","30-Sep-2020 16:05","30-Sep-2020 16:15",""
"Sleep","","30-Sep-2020 15:05","30-Sep-2020 15:38",""
"Feeding","Right Breast","30-Sep-2020 14:04","30-Sep-2020 14:11",""
"Feeding","Left Breast","30-Sep-2020 13:12","30-Sep-2020 13:21",""
"Sleep","","30-Sep-2020 10:46","30-Sep-2020 13:11",""
"Feeding","Right Breast","30-Sep-2020 10:33","30-Sep-2020 10:40",""
"Sleep","","30-Sep-2020 10:18","30-Sep-2020 10:32",""
"Feeding","Left Breast","30-Sep-2020 09:22","30-Sep-2020 09:27",""
"Feeding","Right Breast","30-Sep-2020 08:20","30-Sep-2020 08:27",""
"Sleep","","30-Sep-2020 07:14","30-Sep-2020 08:14",""
"Feeding","Left Breast","30-Sep-2020 06:59","30-Sep-2020 07:04",""
"Sleep","","30-Sep-2020 04:30","30-Sep-2020 06:58",""
"Feeding","Right Breast","30-Sep-2020 04:17","30-Sep-2020 04:26",""
"Sleep","","30-Sep-2020 00:09","30-Sep-2020 04:16",""
"Feeding","Left Breast","30-Sep-2020 00:00","30-Sep-2020 00:07",""
"Sleep","","29-Sep-2020 23:10","30-Sep-2020 00:00",""
"Feeding","Right Breast","29-Sep-2020 22:37","29-Sep-2020 22:46",""
"Feeding","Left Breast","29-Sep-2020 21:42","29-Sep-2020 21:52",""
"Sleep","","29-Sep-2020 21:14","29-Sep-2020 21:24",""
"Sleep","","29-Sep-2020 20:25","29-Sep-2020 20:37",""
"Feeding","Right Breast","29-Sep-2020 20:12","29-Sep-2020 20:20",""
"Feeding","Left Breast","29-Sep-2020 18:20","29-Sep-2020 18:27",""
"Sleep","","29-Sep-2020 17:18","29-Sep-2020 17:58",""
"Feeding","Right Breast","29-Sep-2020 17:03","29-Sep-2020 17:07",""
"Feeding","Left Breast","29-Sep-2020 15:56","29-Sep-2020 16:03",""
"Sleep","","29-Sep-2020 14:42","29-Sep-2020 15:30",""
"Feeding","Right Breast","29-Sep-2020 14:24","29-Sep-2020 14:32",""
"Feeding","Left Breast","29-Sep-2020 13:06","29-Sep-2020 13:14",""
"Sleep","","29-Sep-2020 12:22","29-Sep-2020 12:59",""
"Sleep","","29-Sep-2020 12:17","29-Sep-2020 12:22",""
"Feeding","Right Breast","29-Sep-2020 11:27","29-Sep-2020 11:33",""
"Feeding","Left Breast","29-Sep-2020 10:16","29-Sep-2020 10:24",""
"Sleep","","29-Sep-2020 08:30","29-Sep-2020 10:15",""
"Feeding","Right Breast","29-Sep-2020 07:14","29-Sep-2020 07:22",""
"Sleep","","29-Sep-2020 05:40","29-Sep-2020 07:15",""
"Feeding","Left Breast","29-Sep-2020 04:37","29-Sep-2020 04:43",""
"Sleep","","29-Sep-2020 01:30","29-Sep-2020 04:35",""
"Feeding","Right Breast","29-Sep-2020 00:55","29-Sep-2020 01:02",""
"Feeding","Left Breast","28-Sep-2020 23:27","28-Sep-2020 23:32",""
"Sleep","","28-Sep-2020 22:25","28-Sep-2020 23:01",""
"Feeding","Right Breast","28-Sep-2020 22:20","28-Sep-2020 22:25",""
"Feeding","Left Breast","28-Sep-2020 21:11","28-Sep-2020 21:18",""
"Feeding","Right Breast","28-Sep-2020 20:14","28-Sep-2020 20:21",""
"Sleep","","28-Sep-2020 18:45","28-Sep-2020 20:10",""
"Feeding","Left Breast","28-Sep-2020 18:35","28-Sep-2020 18:42",""
"Sleep","","28-Sep-2020 17:29","28-Sep-2020 18:34",""
"Feeding","Right Breast","28-Sep-2020 17:18","28-Sep-2020 17:27",""
"Feeding","Left Breast","28-Sep-2020 16:12","28-Sep-2020 16:19",""
"Feeding","Right Breast","28-Sep-2020 13:10","28-Sep-2020 13:17",""
"Sleep","","28-Sep-2020 12:06","28-Sep-2020 13:10",""
"Feeding","Left Breast","28-Sep-2020 11:59","28-Sep-2020 12:06",""
"Sleep","","28-Sep-2020 11:00","28-Sep-2020 11:59",""
"Feeding","Right Breast","28-Sep-2020 10:18","28-Sep-2020 10:30",""
"Feeding","Left Breast","28-Sep-2020 08:40","28-Sep-2020 08:47",""
"Sleep","","28-Sep-2020 07:06","28-Sep-2020 08:21",""
"Feeding","Right Breast","28-Sep-2020 06:58","28-Sep-2020 07:05",""
"Sleep","","28-Sep-2020 04:53","28-Sep-2020 06:59",""
"Feeding","Left Breast","28-Sep-2020 04:45","28-Sep-2020 04:52",""
"Sleep","","28-Sep-2020 01:53","28-Sep-2020 04:45",""
"Feeding","Right Breast","28-Sep-2020 01:30","28-Sep-2020 01:45",""
"Sleep","","27-Sep-2020 23:00","28-Sep-2020 01:27",""
"Feeding","Left Breast","27-Sep-2020 22:50","27-Sep-2020 22:59",""
"Feeding","Right Breast","27-Sep-2020 21:54","27-Sep-2020 22:07",""
"Feeding","Left Breast","27-Sep-2020 20:43","27-Sep-2020 20:49",""
"Sleep","","27-Sep-2020 20:29","27-Sep-2020 20:41",""
"Feeding","Right Breast","27-Sep-2020 19:34","27-Sep-2020 19:42",""
"Feeding","Left Breast","27-Sep-2020 18:37","27-Sep-2020 18:44",""
"Feeding","Right Breast","27-Sep-2020 17:16","27-Sep-2020 17:22",""
"Feeding","Left Breast","27-Sep-2020 15:53","27-Sep-2020 15:59",""
"Sleep","","27-Sep-2020 14:27","27-Sep-2020 17:16",""
"Sleep","","27-Sep-2020 14:00","27-Sep-2020 14:27",""
"Feeding","Right Breast","27-Sep-2020 13:36","27-Sep-2020 14:00",""
"Sleep","","27-Sep-2020 12:43","27-Sep-2020 13:22",""
"Feeding","Left Breast","27-Sep-2020 11:52","27-Sep-2020 11:58",""
"Feeding","Right Breast","27-Sep-2020 10:57","27-Sep-2020 11:08",""
"Sleep","","27-Sep-2020 09:32","27-Sep-2020 10:53",""
"Feeding","Left Breast","27-Sep-2020 09:06","27-Sep-2020 09:16",""
"Sleep","","27-Sep-2020 08:32","27-Sep-2020 09:32",""
"Sleep","","27-Sep-2020 06:23","27-Sep-2020 07:48",""
"Feeding","Right Breast","27-Sep-2020 06:11","27-Sep-2020 06:23",""
"Sleep","","27-Sep-2020 04:00","27-Sep-2020 06:11",""
"Feeding","Left Breast","27-Sep-2020 03:56","27-Sep-2020 04:00",""
"Sleep","","27-Sep-2020 02:23","27-Sep-2020 03:32",""
"Feeding","Right Breast","27-Sep-2020 02:08","27-Sep-2020 02:16",""
"Sleep","","26-Sep-2020 23:18","27-Sep-2020 02:08",""
"Feeding","Left Breast","26-Sep-2020 23:07","26-Sep-2020 23:15",""
"Sleep","","26-Sep-2020 21:35","26-Sep-2020 23:00",""
"Feeding","Right Breast","26-Sep-2020 21:14","26-Sep-2020 21:21",""
"Sleep","","26-Sep-2020 20:45","26-Sep-2020 21:14",""
"Feeding","Left Breast","26-Sep-2020 19:22","26-Sep-2020 19:30",""
"Feeding","Right Breast","26-Sep-2020 18:00","26-Sep-2020 18:15",""
"Sleep","","26-Sep-2020 17:07","26-Sep-2020 17:59",""
"Sleep","","26-Sep-2020 16:55","26-Sep-2020 17:07",""
"Feeding","Left Breast","26-Sep-2020 15:44","26-Sep-2020 15:52",""
"Feeding","Right Breast","26-Sep-2020 14:34","26-Sep-2020 14:44",""
"Feeding","Left Breast","26-Sep-2020 14:33","26-Sep-2020 14:33",""
"Sleep","","26-Sep-2020 12:51","26-Sep-2020 14:33",""
"Sleep","","26-Sep-2020 12:30","26-Sep-2020 12:51",""
"Feeding","Left Breast","26-Sep-2020 11:38","26-Sep-2020 11:45",""
"Sleep","","26-Sep-2020 10:34","26-Sep-2020 11:11",""
"Feeding","Right Breast","26-Sep-2020 10:19","26-Sep-2020 10:29",""
"Feeding","Left Breast","26-Sep-2020 08:40","26-Sep-2020 08:46",""
"Sleep","","26-Sep-2020 07:44","26-Sep-2020 08:36",""
"Feeding","Right Breast","26-Sep-2020 07:04","26-Sep-2020 07:13",""
"Sleep","","26-Sep-2020 05:34","26-Sep-2020 06:57",""
"Feeding","Left Breast","26-Sep-2020 05:14","26-Sep-2020 05:20",""
"Sleep","","26-Sep-2020 02:52","26-Sep-2020 05:13",""
"Feeding","Right Breast","26-Sep-2020 02:44","26-Sep-2020 02:52",""
"Sleep","","25-Sep-2020 23:02","26-Sep-2020 02:43",""
"Feeding","Left Breast","25-Sep-2020 22:47","25-Sep-2020 22:52",""
"Feeding","Right Breast","25-Sep-2020 21:51","25-Sep-2020 22:05",""
"Feeding","Left Breast","25-Sep-2020 20:55","25-Sep-2020 21:00",""
"Sleep","","25-Sep-2020 20:05","25-Sep-2020 20:32",""
"Sleep","","25-Sep-2020 19:45","25-Sep-2020 19:59",""
"Feeding","Right Breast","25-Sep-2020 19:29","25-Sep-2020 19:35",""
"Feeding","Left Breast","25-Sep-2020 18:15","25-Sep-2020 18:19",""
"Sleep","","25-Sep-2020 15:52","25-Sep-2020 18:13",""
"Sleep","","25-Sep-2020 15:00","25-Sep-2020 15:46",""
"Feeding","Right Breast","25-Sep-2020 14:21","25-Sep-2020 14:30",""
"Feeding","Left Breast","25-Sep-2020 13:04","25-Sep-2020 13:13",""
"Sleep","","25-Sep-2020 11:55","25-Sep-2020 13:03",""
"Feeding","Right Breast","25-Sep-2020 10:51","25-Sep-2020 10:58",""
"Sleep","","25-Sep-2020 10:12","25-Sep-2020 10:49",""
"Feeding","Left Breast","25-Sep-2020 09:01","25-Sep-2020 09:17",""
"Sleep","","25-Sep-2020 06:36","25-Sep-2020 08:16",""
"Feeding","Right Breast","25-Sep-2020 06:15","25-Sep-2020 06:25",""
"Sleep","","25-Sep-2020 03:45","25-Sep-2020 06:14",""
"Feeding","Left Breast","25-Sep-2020 03:26","25-Sep-2020 03:34",""
"Sleep","","24-Sep-2020 23:50","25-Sep-2020 03:25",""
"Feeding","Right Breast","24-Sep-2020 23:45","24-Sep-2020 23:49",""
"Feeding","Left Breast","24-Sep-2020 22:42","24-Sep-2020 22:50",""
"Sleep","","24-Sep-2020 21:58","24-Sep-2020 22:34",""
"Feeding","Right Breast","24-Sep-2020 21:28","24-Sep-2020 21:37",""
"Feeding","Left Breast","24-Sep-2020 20:27","24-Sep-2020 20:41",""
"Feeding","Right Breast","24-Sep-2020 19:08","24-Sep-2020 19:14",""
"Sleep","","24-Sep-2020 18:18","24-Sep-2020 19:08",""
"Feeding","Left Breast","24-Sep-2020 17:42","24-Sep-2020 17:47",""
"Feeding","Right Breast","24-Sep-2020 16:01","24-Sep-2020 16:09",""
"Sleep","","24-Sep-2020 14:48","24-Sep-2020 16:01",""
"Feeding","Left Breast","24-Sep-2020 13:46","24-Sep-2020 13:52",""
"Sleep","","24-Sep-2020 12:53","24-Sep-2020 13:27",""
"Feeding","Right Breast","24-Sep-2020 11:49","24-Sep-2020 11:53",""
"Sleep","","24-Sep-2020 10:47","24-Sep-2020 11:48",""
"Feeding","Left Breast","24-Sep-2020 10:39","24-Sep-2020 10:45",""
"Feeding","Right Breast","24-Sep-2020 09:19","24-Sep-2020 09:33",""
"Sleep","","24-Sep-2020 07:26","24-Sep-2020 08:11",""
"Feeding","Left Breast","24-Sep-2020 07:03","24-Sep-2020 07:11",""
"Sleep","","24-Sep-2020 03:51","24-Sep-2020 07:02",""
"Feeding","Right Breast","24-Sep-2020 03:32","24-Sep-2020 03:42",""
"Sleep","","23-Sep-2020 23:57","24-Sep-2020 03:31",""
"Feeding","Left Breast","23-Sep-2020 23:42","23-Sep-2020 23:49",""
"Feeding","Right Breast","23-Sep-2020 22:16","23-Sep-2020 22:26",""
"Sleep","","23-Sep-2020 21:34","23-Sep-2020 21:50",""
"Feeding","Left Breast","23-Sep-2020 21:00","23-Sep-2020 21:07",""
"Feeding","Right Breast","23-Sep-2020 19:42","23-Sep-2020 19:49",""
"Sleep","","23-Sep-2020 18:00","23-Sep-2020 19:40",""
"Feeding","Left Breast","23-Sep-2020 16:23","23-Sep-2020 16:35",""
"Sleep","","23-Sep-2020 15:10","23-Sep-2020 16:22",""
"Feeding","Right Breast","23-Sep-2020 14:41","23-Sep-2020 14:50",""
"Feeding","Left Breast","23-Sep-2020 13:25","23-Sep-2020 13:32",""
"Feeding","Right Breast","23-Sep-2020 12:04","23-Sep-2020 12:13",""
"Sleep","","23-Sep-2020 10:49","23-Sep-2020 11:50",""
"Feeding","Left Breast","23-Sep-2020 10:25","23-Sep-2020 10:31",""
"Feeding","Right Breast","23-Sep-2020 08:55","23-Sep-2020 09:11",""
"Sleep","","23-Sep-2020 07:30","23-Sep-2020 09:01",""
"Feeding","Left Breast","23-Sep-2020 06:25","23-Sep-2020 06:30",""
"Sleep","","23-Sep-2020 05:00","23-Sep-2020 06:24",""
"Feeding","Right Breast","23-Sep-2020 03:47","23-Sep-2020 03:54",""
"Sleep","","23-Sep-2020 00:45","23-Sep-2020 03:46",""
"Feeding","Left Breast","23-Sep-2020 00:39","23-Sep-2020 00:43",""
"Feeding","Right Breast","22-Sep-2020 23:35","22-Sep-2020 23:44",""
"Sleep","","22-Sep-2020 22:30","22-Sep-2020 23:35",""
"Feeding","Left Breast","22-Sep-2020 21:29","22-Sep-2020 21:42",""
"Sleep","","22-Sep-2020 19:57","22-Sep-2020 20:21",""
"Feeding","Right Breast","22-Sep-2020 19:45","22-Sep-2020 19:54",""
"Sleep","","22-Sep-2020 19:07","22-Sep-2020 19:38",""
"Feeding","Left Breast","22-Sep-2020 18:33","22-Sep-2020 18:49",""
"Feeding","Right Breast","22-Sep-2020 17:22","22-Sep-2020 17:29",""
"Sleep","","22-Sep-2020 16:38","22-Sep-2020 17:22",""
"Feeding","Left Breast","22-Sep-2020 16:02","22-Sep-2020 16:06",""
"Sleep","","22-Sep-2020 15:22","22-Sep-2020 16:01",""
"Feeding","Right Breast","22-Sep-2020 14:44","22-Sep-2020 14:49",""
"Feeding","Left Breast","22-Sep-2020 13:21","22-Sep-2020 13:28",""
"Sleep","","22-Sep-2020 11:50","22-Sep-2020 13:20",""
"Feeding","Right Breast","22-Sep-2020 11:39","22-Sep-2020 11:49",""
"Sleep","","22-Sep-2020 10:52","22-Sep-2020 11:35",""
"Feeding","Left Breast","22-Sep-2020 10:12","22-Sep-2020 10:18",""
"Feeding","Right Breast","22-Sep-2020 08:45","22-Sep-2020 08:50",""
"Sleep","","22-Sep-2020 07:43","22-Sep-2020 08:44",""
"Feeding","Left Breast","22-Sep-2020 07:35","22-Sep-2020 07:43",""
"Sleep","","22-Sep-2020 05:28","22-Sep-2020 07:35",""
"Feeding","Right Breast","22-Sep-2020 05:21","22-Sep-2020 05:28",""
"Sleep","","22-Sep-2020 03:00","22-Sep-2020 05:21",""
"Feeding","Left Breast","22-Sep-2020 02:28","22-Sep-2020 02:32",""
"Sleep","","22-Sep-2020 01:38","22-Sep-2020 02:00",""
"Feeding","Right Breast","22-Sep-2020 01:26","22-Sep-2020 01:33",""
"Sleep","","21-Sep-2020 22:35","22-Sep-2020 01:25",""
"Feeding","Left Breast","21-Sep-2020 22:15","21-Sep-2020 22:20",""
"Feeding","Right Breast","21-Sep-2020 21:49","21-Sep-2020 22:00",""
"Sleep","","21-Sep-2020 20:39","21-Sep-2020 21:49",""
"Feeding","Left Breast","21-Sep-2020 20:13","21-Sep-2020 20:19",""
"Feeding","Right Breast","21-Sep-2020 19:17","21-Sep-2020 19:25",""
"Sleep","","21-Sep-2020 18:34","21-Sep-2020 19:05",""
"Sleep","","21-Sep-2020 18:20","21-Sep-2020 18:34",""
"Feeding","Left Breast","21-Sep-2020 18:13","21-Sep-2020 18:19",""
"Feeding","Right Breast","21-Sep-2020 16:57","21-Sep-2020 17:06",""
"Sleep","","21-Sep-2020 15:38","21-Sep-2020 16:11",""
"Feeding","Left Breast","21-Sep-2020 14:47","21-Sep-2020 14:52",""
"Feeding","Right Breast","21-Sep-2020 13:39","21-Sep-2020 13:49",""
