"RecordCategory","RecordSubCategory","StartDate","FinishDate","Details"
"Feeding","Left Breast","21-Jul-2020 09:32","21-Jul-2020 09:41",""
"Feeding","Right Breast","21-Jul-2020 06:12","21-Jul-2020 06:28",""
"Feeding","Right Breast","21-Jul-2020 05:49","21-Jul-2020 06:00",""
"Feeding","Left Breast","21-Jul-2020 03:16","21-Jul-2020 03:24",""
"Feeding","Left Breast","20-Jul-2020 23:31","20-Jul-2020 23:34",""
"Feeding","Right Breast","20-Jul-2020 23:31","20-Jul-2020 23:31",""
"Feeding","Left Breast","20-Jul-2020 22:19","20-Jul-2020 22:27",""
"Feeding","Right Breast","20-Jul-2020 19:13","20-Jul-2020 19:25",""
"Feeding","Right Breast","20-Jul-2020 18:27","20-Jul-2020 18:33",""
"Feeding","Left Breast","20-Jul-2020 17:51","20-Jul-2020 17:59",""
"Feeding","Right Breast","20-Jul-2020 17:08","20-Jul-2020 17:22",""
"Feeding","Left Breast","20-Jul-2020 14:43","20-Jul-2020 14:55",""
"Feeding","Right Breast","20-Jul-2020 13:13","20-Jul-2020 13:28",""
"Feeding","Left Breast","20-Jul-2020 12:09","20-Jul-2020 12:20",""
"Feeding","Right Breast","20-Jul-2020 10:54","20-Jul-2020 11:05",""
"Feeding","Left Breast","20-Jul-2020 09:23","20-Jul-2020 09:30",""
"Feeding","Right Breast","20-Jul-2020 06:15","20-Jul-2020 06:26",""
"Feeding","Left Breast","20-Jul-2020 03:37","20-Jul-2020 03:43",""
"Feeding","Right Breast","20-Jul-2020 03:06","20-Jul-2020 03:13",""
"Feeding","Left Breast","19-Jul-2020 23:16","19-Jul-2020 23:21",""
"Feeding","Right Breast","19-Jul-2020 22:27","19-Jul-2020 22:33",""
"Feeding","Left Breast","19-Jul-2020 19:55","19-Jul-2020 20:00",""
"Feeding","Right Breast","19-Jul-2020 19:33","19-Jul-2020 19:38",""
"Feeding","Left Breast","19-Jul-2020 18:10","19-Jul-2020 18:19",""
"Feeding","Left Breast","19-Jul-2020 17:36","19-Jul-2020 17:45",""
"Feeding","Left Breast","19-Jul-2020 16:48","19-Jul-2020 16:54",""
"Feeding","Right Breast","19-Jul-2020 16:48","19-Jul-2020 16:48",""
"Feeding","Right Breast","19-Jul-2020 14:37","19-Jul-2020 14:48",""
"Feeding","Right Breast","19-Jul-2020 13:27","19-Jul-2020 13:31",""
"Feeding","Left Breast","19-Jul-2020 12:34","19-Jul-2020 12:39",""
"Feeding","Left Breast","19-Jul-2020 10:54","19-Jul-2020 11:00",""
"Feeding","Right Breast","19-Jul-2020 09:53","19-Jul-2020 10:03",""
"Feeding","Right Breast","19-Jul-2020 06:35","19-Jul-2020 06:42",""
"Feeding","Left Breast","19-Jul-2020 04:02","19-Jul-2020 04:03",""
"Feeding","Right Breast","18-Jul-2020 23:29","18-Jul-2020 23:37",""
"Feeding","Left Breast","18-Jul-2020 20:57","18-Jul-2020 21:05",""
"Feeding","Right Breast","18-Jul-2020 19:28","18-Jul-2020 19:37",""
"Feeding","Right Breast","18-Jul-2020 19:15","18-Jul-2020 19:20",""
"Feeding","Right Breast","18-Jul-2020 17:46","18-Jul-2020 17:55",""
"Feeding","Left Breast","18-Jul-2020 17:21","18-Jul-2020 17:27",""
"Feeding","Left Breast","18-Jul-2020 15:12","18-Jul-2020 15:25",""
"Feeding","Right Breast","18-Jul-2020 13:17","18-Jul-2020 13:26",""
"Feeding","Left Breast","18-Jul-2020 10:32","18-Jul-2020 10:43",""
"Feeding","Right Breast","18-Jul-2020 09:46","18-Jul-2020 09:50",""
"Feeding","Left Breast","18-Jul-2020 09:41","18-Jul-2020 09:44",""
"Feeding","Right Breast","18-Jul-2020 08:31","18-Jul-2020 08:41",""
"Feeding","Left Breast","18-Jul-2020 07:00","18-Jul-2020 07:10",""
"Feeding","Right Breast","18-Jul-2020 06:10","18-Jul-2020 06:18",""
"Feeding","Left Breast","18-Jul-2020 03:16","18-Jul-2020 03:23",""
"Feeding","Right Breast","18-Jul-2020 00:51","18-Jul-2020 00:57",""
"Feeding","Left Breast","17-Jul-2020 23:53","18-Jul-2020 00:00",""
"Feeding","Right Breast","17-Jul-2020 20:07","17-Jul-2020 20:12",""
"Feeding","Right Breast","17-Jul-2020 19:34","17-Jul-2020 19:43",""
"Feeding","Left Breast","17-Jul-2020 18:49","17-Jul-2020 18:54",""
"Feeding","Left Breast","17-Jul-2020 18:26","17-Jul-2020 18:36",""
"Feeding","Right Breast","17-Jul-2020 16:29","17-Jul-2020 16:50",""
"Feeding","Left Breast","17-Jul-2020 14:12","17-Jul-2020 14:20",""
"Feeding","Right Breast","17-Jul-2020 11:41","17-Jul-2020 11:46",""
"Feeding","Right Breast","17-Jul-2020 11:24","17-Jul-2020 11:34",""
"Feeding","Right Breast","17-Jul-2020 08:40","17-Jul-2020 08:56",""
"Feeding","Left Breast","17-Jul-2020 07:34","17-Jul-2020 07:40",""
"Feeding","Left Breast","17-Jul-2020 05:48","17-Jul-2020 06:00",""
"Feeding","Right Breast","17-Jul-2020 02:37","17-Jul-2020 02:53",""
"Feeding","Left Breast","16-Jul-2020 22:44","16-Jul-2020 22:58",""
"Feeding","Right Breast","16-Jul-2020 20:02","16-Jul-2020 20:15",""
"Feeding","Right Breast","16-Jul-2020 19:51","16-Jul-2020 20:01",""
"Feeding","Left Breast","16-Jul-2020 18:45","16-Jul-2020 18:52",""
"Feeding","Left Breast","16-Jul-2020 18:12","16-Jul-2020 18:25",""
"Feeding","Right Breast","16-Jul-2020 17:20","16-Jul-2020 17:30",""
"Feeding","Left Breast","16-Jul-2020 15:05","16-Jul-2020 15:10",""
"Feeding","Left Breast","16-Jul-2020 14:05","16-Jul-2020 14:15",""
"Feeding","Right Breast","16-Jul-2020 11:33","16-Jul-2020 11:52",""
"Feeding","Left Breast","16-Jul-2020 10:28","16-Jul-2020 10:45",""
"Feeding","Right Breast","16-Jul-2020 08:01","16-Jul-2020 08:17",""
"Feeding","Left Breast","16-Jul-2020 07:39","16-Jul-2020 07:51",""
"Feeding","Right Breast","16-Jul-2020 05:05","16-Jul-2020 05:16",""
"Feeding","Left Breast","16-Jul-2020 02:30","16-Jul-2020 02:36",""
"Feeding","Left Breast","16-Jul-2020 01:47","16-Jul-2020 01:55",""
"Feeding","Right Breast","16-Jul-2020 01:16","16-Jul-2020 01:32",""
"Feeding","Right Breast","15-Jul-2020 21:56","15-Jul-2020 22:05",""
"Feeding","Left Breast","15-Jul-2020 20:55","15-Jul-2020 21:05",""
"Feeding","Right Breast","15-Jul-2020 20:25","15-Jul-2020 20:28",""
"Feeding","Left Breast","15-Jul-2020 19:59","15-Jul-2020 20:10",""
"Feeding","Right Breast","15-Jul-2020 19:37","15-Jul-2020 19:54",""
"Feeding","Left Breast","15-Jul-2020 17:28","15-Jul-2020 17:49",""
"Feeding","Right Breast","15-Jul-2020 15:07","15-Jul-2020 15:14",""
"Feeding","Left Breast","15-Jul-2020 14:48","15-Jul-2020 15:00",""
"Feeding","Right Breast","15-Jul-2020 14:08","15-Jul-2020 14:23",""
"Feeding","Left Breast","15-Jul-2020 12:16","15-Jul-2020 12:26",""
"Feeding","Right Breast","15-Jul-2020 10:08","15-Jul-2020 10:15",""
"Feeding","Left Breast","15-Jul-2020 09:24","15-Jul-2020 09:32",""
"Feeding","Right Breast","15-Jul-2020 07:00","15-Jul-2020 07:05",""
"Feeding","Right Breast","15-Jul-2020 06:32","15-Jul-2020 06:37",""
"Feeding","Right Breast","15-Jul-2020 05:45","15-Jul-2020 05:56",""
"Feeding","Left Breast","15-Jul-2020 03:03","15-Jul-2020 03:16",""
"Feeding","Left Breast","15-Jul-2020 00:20","15-Jul-2020 00:25",""
"Feeding","Right Breast","14-Jul-2020 23:31","14-Jul-2020 23:45",""
"Feeding","Left Breast","14-Jul-2020 23:01","14-Jul-2020 23:13",""
"Feeding","Right Breast","14-Jul-2020 19:47","14-Jul-2020 20:19",""
"Feeding","Left Breast","14-Jul-2020 19:24","14-Jul-2020 19:30",""
"Feeding","Right Breast","14-Jul-2020 18:55","14-Jul-2020 19:08",""
"Feeding","Left Breast","14-Jul-2020 16:02","14-Jul-2020 16:10",""
"Feeding","Right Breast","14-Jul-2020 15:13","14-Jul-2020 15:26",""
"Feeding","Left Breast","14-Jul-2020 14:04","14-Jul-2020 14:11",""
"Feeding","Left Breast","14-Jul-2020 12:43","14-Jul-2020 12:50",""
"Feeding","Right Breast","14-Jul-2020 12:20","14-Jul-2020 12:29",""
"Feeding","Left Breast","14-Jul-2020 10:26","14-Jul-2020 10:33",""
"Feeding","Right Breast","14-Jul-2020 09:29","14-Jul-2020 09:38",""
"Feeding","Right Breast","14-Jul-2020 07:43","14-Jul-2020 07:49",""
"Feeding","Left Breast","14-Jul-2020 07:18","14-Jul-2020 07:30",""
"Feeding","Right Breast","14-Jul-2020 05:43","14-Jul-2020 05:56",""
"Feeding","Right Breast","14-Jul-2020 04:45","14-Jul-2020 05:08",""
"Feeding","Left Breast","14-Jul-2020 01:50","14-Jul-2020 02:12",""
"Feeding","Right Breast","13-Jul-2020 21:00","13-Jul-2020 21:22",""
"Feeding","Left Breast","13-Jul-2020 20:12","13-Jul-2020 20:25",""
"Feeding","Right Breast","13-Jul-2020 19:48","13-Jul-2020 19:56",""
"Feeding","Left Breast","13-Jul-2020 18:40","13-Jul-2020 18:55",""
"Feeding","Right Breast","13-Jul-2020 18:14","13-Jul-2020 18:21",""
"Feeding","Left Breast","13-Jul-2020 16:01","13-Jul-2020 16:24",""
"Feeding","Left Breast","13-Jul-2020 13:45","13-Jul-2020 13:51",""
"Feeding","Right Breast","13-Jul-2020 11:23","13-Jul-2020 12:06",""
"Feeding","Left Breast","13-Jul-2020 10:19","13-Jul-2020 10:26",""
"Feeding","Right Breast","13-Jul-2020 08:37","13-Jul-2020 08:53",""
"Feeding","Right Breast","13-Jul-2020 07:25","13-Jul-2020 07:35",""
"Feeding","Left Breast","13-Jul-2020 06:41","13-Jul-2020 06:50",""
"Feeding","Right Breast","13-Jul-2020 03:35","13-Jul-2020 03:45",""
"Feeding","Left Breast","13-Jul-2020 00:51","13-Jul-2020 01:08",""
"Feeding","Right Breast","12-Jul-2020 23:08","12-Jul-2020 23:22",""
"Feeding","Right Breast","12-Jul-2020 19:15","12-Jul-2020 19:25",""
"Feeding","Left Breast","12-Jul-2020 17:51","12-Jul-2020 18:01",""
"Feeding","Right Breast","12-Jul-2020 13:25","12-Jul-2020 13:40",""
"Feeding","Left Breast","12-Jul-2020 12:10","12-Jul-2020 12:24",""
"Diapering","Pee & Poo","12-Jul-2020 12:00","12-Jul-2020 12:00",""
"Feeding","Right Breast","12-Jul-2020 08:20","12-Jul-2020 08:35",""
"Feeding","Left Breast","12-Jul-2020 04:44","12-Jul-2020 05:10",""
"Diapering","Pee & Poo","12-Jul-2020 04:00","12-Jul-2020 04:00",""
"Feeding","Right Breast","12-Jul-2020 01:20","12-Jul-2020 01:40",""
"Feeding","Right Breast","10-Jul-2020 22:35","10-Jul-2020 22:43",""
"Feeding","Left Breast","10-Jul-2020 22:06","10-Jul-2020 22:14",""
"Growth","Weight","10-Jul-2020 18:03","10-Jul-2020 18:03","2.92kg"
"Feeding","Right Breast","10-Jul-2020 16:24","10-Jul-2020 16:35",""
"Feeding","Left Breast","10-Jul-2020 14:44","10-Jul-2020 14:47",""
"Feeding","Right Breast","10-Jul-2020 14:01","10-Jul-2020 14:10",""
"Feeding","Left Breast","10-Jul-2020 12:33","10-Jul-2020 12:39",""
"Sleep","","10-Jul-2020 11:11","10-Jul-2020 12:33",""
"Feeding","Right Breast","10-Jul-2020 11:02","10-Jul-2020 11:10",""
"Feeding","Left Breast","10-Jul-2020 10:51","10-Jul-2020 11:02",""
"Sleep","","10-Jul-2020 10:36","10-Jul-2020 10:51",""
"Feeding","Left Breast","10-Jul-2020 09:49","10-Jul-2020 10:01",""
"Diapering","Pee & Poo","10-Jul-2020 09:36","10-Jul-2020 09:36",""
"Diapering","Poo","10-Jul-2020 09:36","10-Jul-2020 09:36",""
"Feeding","Left Breast","10-Jul-2020 07:00","10-Jul-2020 07:16",""
"Feeding","Right Breast","10-Jul-2020 05:37","10-Jul-2020 06:00",""
"Feeding","Left Breast","10-Jul-2020 03:29","10-Jul-2020 04:05",""
"Diapering","Pee & Poo","10-Jul-2020 03:17","10-Jul-2020 03:17",""
"Feeding","Right Breast","10-Jul-2020 02:21","10-Jul-2020 02:57",""
"Feeding","Right Breast","10-Jul-2020 02:01","10-Jul-2020 02:18",""
"Feeding","Left Breast","10-Jul-2020 01:40","10-Jul-2020 01:54",""
"Sleep","","09-Jul-2020 23:30","10-Jul-2020 01:40",""
"Feeding","Left Breast","09-Jul-2020 23:28","09-Jul-2020 23:47",""
"Feeding","Right Breast","09-Jul-2020 23:00","09-Jul-2020 23:05",""
"Feeding","Left Breast","09-Jul-2020 22:07","09-Jul-2020 22:15",""
"Feeding","Left Breast","09-Jul-2020 21:49","09-Jul-2020 21:58",""
"Feeding","Right Breast","09-Jul-2020 21:33","09-Jul-2020 21:49",""
"Feeding","Right Breast","09-Jul-2020 20:59","09-Jul-2020 21:08",""
"Feeding","Right Breast","09-Jul-2020 20:30","09-Jul-2020 20:40",""
"Feeding","Left Breast","09-Jul-2020 19:54","09-Jul-2020 20:13",""
"Growth","Weight","09-Jul-2020 18:22","09-Jul-2020 18:22","2.89kg"
"Feeding","Left Breast","09-Jul-2020 18:19","09-Jul-2020 18:25",""
"Growth","Weight","08-Jul-2020 18:21","08-Jul-2020 18:21","3kg"
"Growth","Height","07-Jul-2020 18:20","07-Jul-2020 18:20","51cm"
"Growth","Weight","07-Jul-2020 18:20","07-Jul-2020 18:20","3.15kg"
